ManagementStatus,ForestDistrict,Species,Age0,Age5,Age10,Age15,Age20,Age25,Age30,Age35,Age40,Age45,Age50,Age55,Age60,Age65,Age70,Age75,Age80,Age85
Managed Forest,Canwood Forest,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,Clearwater Provincial Park,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,Cypress Hills Provincial Park,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,DND Air Weapons Range,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,Duck Mountain Provincial Park,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,Fort a la Corne Forest,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,Greenwater Provincial Park,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,Kitsaki-Zelensky proposed FMA,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,L&M FMA,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,La Ronge Provincial Park,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,Meadow Lake Provincial Park,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,Mee-Toos proposed FMA south,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,Mistik FMA,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,Moose Mountain Provincial Park,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,Narrow Hills Provincial Park,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,Nemeiben,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,Nemeiben 2,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,Nisbet and Island Forests,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,Non Managed Forest,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,Northern Fire Management,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,NWC proposed FMA,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,Prince Albert National Park of Canada,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,Saskatchewan,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,Southern Reconnaissance,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,Suggi Lowlands,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,Torch River Forest,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,Turnor FMA,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,WCL Pasquia Porcupine FMA,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,WCL Prince Albert FMA,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,Wildcat Hills Provincial Park,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Non Managed Forest,Canwood Forest,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Non Managed Forest,Clearwater Provincial Park,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Non Managed Forest,Cypress Hills Provincial Park,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Non Managed Forest,DND Air Weapons Range,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Non Managed Forest,Duck Mountain Provincial Park,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Non Managed Forest,Fort a la Corne Forest,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Non Managed Forest,Greenwater Provincial Park,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Non Managed Forest,Kitsaki-Zelensky proposed FMA,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Non Managed Forest,L&M FMA,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Non Managed Forest,La Ronge Provincial Park,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Non Managed Forest,Meadow Lake Provincial Park,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Non Managed Forest,Mee-Toos proposed FMA south,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Non Managed Forest,Mistik FMA,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Non Managed Forest,Moose Mountain Provincial Park,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Non Managed Forest,Narrow Hills Provincial Park,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Non Managed Forest,Nemeiben,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Non Managed Forest,Nemeiben 2,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Non Managed Forest,Nisbet and Island Forests,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Non Managed Forest,Non Managed Forest,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Non Managed Forest,Northern Fire Management,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Non Managed Forest,NWC proposed FMA,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Non Managed Forest,Prince Albert National Park of Canada,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Non Managed Forest,Saskatchewan,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Non Managed Forest,Southern Reconnaissance,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Non Managed Forest,Suggi Lowlands,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Non Managed Forest,Torch River Forest,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Non Managed Forest,Turnor FMA,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Non Managed Forest,WCL Pasquia Porcupine FMA,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Non Managed Forest,WCL Prince Albert FMA,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Non Managed Forest,Wildcat Hills Provincial Park,White birch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,Canwood Forest,Tamarack/larch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,Clearwater Provincial Park,Tamarack/larch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,Cypress Hills Provincial Park,Tamarack/larch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,DND Air Weapons Range,Tamarack/larch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,Duck Mountain Provincial Park,Tamarack/larch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,Fort a la Corne Forest,Tamarack/larch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,Greenwater Provincial Park,Tamarack/larch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,Kitsaki-Zelensky proposed FMA,Tamarack/larch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,L&M FMA,Tamarack/larch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,La Ronge Provincial Park,Tamarack/larch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,Meadow Lake Provincial Park,Tamarack/larch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,Mee-Toos proposed FMA south,Tamarack/larch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,Mistik FMA,Tamarack/larch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,Moose Mountain Provincial Park,Tamarack/larch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,Narrow Hills Provincial Park,Tamarack/larch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,Nemeiben,Tamarack/larch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,Nemeiben 2,Tamarack/larch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,Nisbet and Island Forests,Tamarack/larch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,Non Managed Forest,Tamarack/larch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,Northern Fire Management,Tamarack/larch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,NWC proposed FMA,Tamarack/larch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,Prince Albert National Park of Canada,Tamarack/larch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,Saskatchewan,Tamarack/larch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,Southern Reconnaissance,Tamarack/larch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,Suggi Lowlands,Tamarack/larch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,Torch River Forest,Tamarack/larch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,Turnor FMA,Tamarack/larch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,WCL Pasquia Porcupine FMA,Tamarack/larch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,WCL Prince Albert FMA,Tamarack/larch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Managed Forest,Wildcat Hills Provincial Park,Tamarack/larch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Non Managed Forest,Canwood Forest,Tamarack/larch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Non Managed Forest,Clearwater Provincial Park,Tamarack/larch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Non Managed Forest,Cypress Hills Provincial Park,Tamarack/larch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Non Managed Forest,DND Air Weapons Range,Tamarack/larch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Non Managed Forest,Duck Mountain Provincial Park,Tamarack/larch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Non Managed Forest,Fort a la Corne Forest,Tamarack/larch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Non Managed Forest,Greenwater Provincial Park,Tamarack/larch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Non Managed Forest,Kitsaki-Zelensky proposed FMA,Tamarack/larch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Non Managed Forest,L&M FMA,Tamarack/larch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Non Managed Forest,La Ronge Provincial Park,Tamarack/larch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Non Managed Forest,Meadow Lake Provincial Park,Tamarack/larch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Non Managed Forest,Mee-Toos proposed FMA south,Tamarack/larch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Non Managed Forest,Mistik FMA,Tamarack/larch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Non Managed Forest,Moose Mountain Provincial Park,Tamarack/larch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Non Managed Forest,Narrow Hills Provincial Park,Tamarack/larch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
Non Managed Forest,Nemeiben,Tamarack/larch,0,0.972727273,1.945454545,2.918181818,3,13.7,24.4,35.1,45.8,56.5,67.2,77.9,88.6,99.3,110,120.7,131.4,142.1
